customer_id,signup_date,home_city,segment,age,household_size,income_band,acquisition_channel,propensity_score
C004768,7/28/2024,Barishal,End-User,41,3,Lower-Mid,Paid Search,0.37
C004769,7/17/2023,Rangpur,Business Buyer,47,4,,Email,0.847
C004770,8/7/2023,Chattogram,End-User,25,3,Mid,Organic,0.678
C004771,1/9/2024,Dhaka,Business Buyer,46,6,Lower-Mid,Email,0.652
C004772,5/23/2024,Rajshahi,Business Buyer,18,5,Low,Broker Network,0.525
C004773,6/18/2022,Sylhet,End-User,38,5,Mid,Organic,0.659
C004774,6/30/2023,Chattogram,End-User,33,5,,Paid Search,0.455
C004775,2/1/2022,Rajshahi,Renter-to-Owner,32,3,,Paid Search,0.814
C004776,5/21/2023,Mymensingh,End-User,34,5,Lower-Mid,Organic,0.582
C004777,5/17/2024,Dhaka,Renter-to-Owner,26,4,Lower-Mid,Paid Search,0.506
C004778,7/11/2024,Khulna,Investor,38,4,Lower-Mid,Referral,0.8
C004779,10/30/2022,Rajshahi,End-User,35,2,Lower-Mid,Broker Network,0.54
C004780,2/16/2023,Khulna,End-User,42,3,High,Organic,0.679
C004781,8/11/2023,Rangpur,Renter-to-Owner,48,1,Low,Broker Network,0.494
C004782,2/27/2023,Rajshahi,Renter-to-Owner,35,3,Low,Paid Search,0.47
C004783,7/9/2022,Khulna,End-User,27,3,Low,Organic,0.419
C004784,11/22/2022,Dhaka,End-User,24,3,Upper-Mid,Organic,0.662
C004785,3/7/2023,Sylhet,End-User,49,2,Lower-Mid,Paid Search,0.522
C004786,7/7/2023,Dhaka,End-User,48,5,Lower-Mid,Organic,0.524
C004787,9/8/2024,Dhaka,End-User,42,4,Lower-Mid,Organic,0.66
C004788,8/4/2023,Khulna,End-User,35,6,Low,Paid Search,0.318
C004789,2/17/2023,Khulna,End-User,41,6,Low,Marketplace,0.393
C004790,12/6/2023,Mymensingh,End-User,46,4,High,Referral,0.706
C004791,4/4/2024,Sylhet,Investor,28,5,Mid,Marketplace,0.784
C004792,4/4/2023,Rangpur,End-User,34,4,Mid,Organic,0.511
C004793,6/6/2023,Chattogram,Investor,24,3,Lower-Mid,Email,0.693
C004794,8/21/2022,Khulna,Business Buyer,33,3,Mid,Organic,0.824
C004795,7/10/2024,Mymensingh,End-User,48,5,Mid,Paid Search,0.544
C004796,7/13/2024,Chattogram,Investor,44,8,Low,Organic,0.551
C004797,7/6/2022,Barishal,Renter-to-Owner,35,5,Mid,Facebook,0.666
C004798,1/4/2023,Khulna,End-User,18,4,Mid,Organic,0.629
C004799,10/17/2022,Dhaka,Renter-to-Owner,28,4,Lower-Mid,Broker Network,0.553
C004800,9/10/2024,Rajshahi,End-User,35,4,Lower-Mid,Broker Network,0.413
C004801,3/11/2022,Dhaka,End-User,32,4,Upper-Mid,Paid Search,0.491
C004802,8/10/2022,Dhaka,End-User,34,5,Upper-Mid,Broker Network,0.84
C004803,12/2/2022,Dhaka,End-User,36,3,Low,Organic,0.384
C004804,8/21/2023,Dhaka,End-User,29,2,Low,Organic,0.351
C004805,9/23/2022,Chattogram,End-User,34,4,Mid,Organic,0.625
C004806,7/27/2023,Rangpur,End-User,33,4,Mid,Paid Search,0.459
C004807,3/7/2024,Chattogram,Investor,28,4,,Organic,0.84
C004808,6/2/2024,Rangpur,Renter-to-Owner,51,4,Upper-Mid,Organic,0.858
C004809,4/16/2022,Khulna,End-User,30,5,Upper-Mid,Paid Search,0.535
C004810,5/29/2022,Dhaka,Business Buyer,18,4,Low,Email,0.496
C004811,4/12/2022,Dhaka,End-User,50,3,Low,Email,0.424
C004812,8/27/2024,Mymensingh,End-User,26,3,Low,Marketplace,0.263
C004813,11/27/2023,Rajshahi,End-User,42,3,Upper-Mid,Organic,0.607
C004814,7/21/2023,Mymensingh,End-User,28,6,Mid,Organic,0.591
C004815,4/23/2024,Chattogram,Renter-to-Owner,39,3,High,Facebook,0.907
C004816,9/17/2023,Sylhet,End-User,34,4,Mid,Referral,0.552
C004817,9/8/2022,Barishal,End-User,43,3,Mid,Paid Search,0.517
C004818,6/28/2023,Mymensingh,Renter-to-Owner,32,3,,Broker Network,0.678
C004819,1/20/2024,Dhaka,End-User,28,3,Low,Marketplace,0.424
C004820,2/8/2022,Mymensingh,End-User,36,4,Upper-Mid,Paid Search,0.484
C004821,10/9/2023,Chattogram,Renter-to-Owner,31,3,Mid,Marketplace,0.581
C004822,6/14/2023,Rangpur,End-User,18,5,High,Organic,0.807
C004823,3/16/2022,Khulna,End-User,29,4,Lower-Mid,Facebook,0.546
C004824,10/8/2022,Khulna,Renter-to-Owner,60,4,Mid,Organic,0.781
C004825,4/24/2023,Chattogram,Investor,18,3,Mid,Facebook,0.765
C004826,1/1/2023,Rangpur,End-User,36,4,Low,Organic,0.487
C004827,11/6/2022,Dhaka,End-User,32,6,Mid,Facebook,0.416
C004828,11/23/2023,Khulna,Renter-to-Owner,51,2,Upper-Mid,Organic,0.695
C004829,3/8/2023,Khulna,End-User,24,4,Lower-Mid,Facebook,0.326
C004830,6/15/2023,Sylhet,End-User,35,2,Lower-Mid,Referral,0.612
C004831,5/1/2024,Chattogram,End-User,40,5,Mid,Paid Search,0.57
C004832,4/10/2022,Sylhet,Investor,32,4,Upper-Mid,Facebook,0.809
C004833,1/19/2023,Khulna,Investor,27,2,Upper-Mid,Marketplace,0.933
C004834,3/19/2022,Rajshahi,End-User,34,2,Lower-Mid,Email,0.513
C004835,9/15/2024,Sylhet,Investor,31,5,Lower-Mid,Marketplace,0.731
C004836,7/17/2022,Sylhet,Investor,31,2,Lower-Mid,Organic,0.771
C004837,5/23/2024,Rangpur,End-User,42,4,High,Facebook,0.748
C004838,7/23/2022,Khulna,End-User,38,3,Upper-Mid,Broker Network,0.577
C004839,12/12/2022,Dhaka,Investor,39,3,Mid,Marketplace,0.808
C004840,10/11/2023,Sylhet,End-User,37,3,Lower-Mid,Paid Search,0.488
C004841,6/5/2024,Dhaka,Investor,43,2,Upper-Mid,Marketplace,0.777
C004842,7/9/2022,Dhaka,End-User,46,3,Low,Facebook,0.405
C004843,8/16/2022,Barishal,Business Buyer,31,4,Low,Broker Network,0.643
C004844,7/28/2024,Chattogram,End-User,41,3,Lower-Mid,Facebook,0.422
C004845,12/10/2022,Khulna,Investor,22,4,Mid,Paid Search,0.68
C004846,8/12/2022,Mymensingh,End-User,18,3,Low,Organic,0.374
C004847,3/3/2024,Dhaka,End-User,50,4,Lower-Mid,Organic,0.398
C004848,4/8/2022,Dhaka,End-User,31,4,Upper-Mid,Referral,0.687
C004849,7/13/2024,Dhaka,Business Buyer,36,3,Mid,Facebook,0.697
C004850,7/22/2024,Dhaka,End-User,,2,Low,Facebook,0.489
C004851,7/2/2024,Sylhet,Investor,23,5,Lower-Mid,Referral,0.666
C004852,11/11/2022,Barishal,End-User,28,3,Mid,Facebook,0.549
C004853,5/2/2022,Khulna,End-User,40,4,Low,Organic,0.432
C004854,3/30/2023,Dhaka,End-User,29,4,Low,Paid Search,0.369
C004855,12/23/2022,Khulna,Business Buyer,31,3,High,Facebook,0.688
C004856,10/19/2024,Dhaka,Business Buyer,27,4,Mid,Paid Search,0.589
C004857,11/5/2023,Sylhet,Investor,44,5,Lower-Mid,Marketplace,0.785
C004858,10/3/2024,Rajshahi,Investor,42,5,Mid,Marketplace,0.811
C004859,3/11/2024,Dhaka,End-User,30,4,Mid,Facebook,0.543
C004860,2/2/2024,Barishal,End-User,40,6,Mid,Paid Search,0.577
C004861,4/30/2022,Barishal,End-User,32,2,Mid,Broker Network,0.639
C004862,3/15/2022,Chattogram,End-User,31,2,Mid,Organic,0.564
C004863,2/19/2022,Rajshahi,Business Buyer,34,3,Low,Facebook,0.447
C004864,9/25/2023,Rajshahi,End-User,40,6,Lower-Mid,Marketplace,0.391
C004865,8/4/2022,Dhaka,Renter-to-Owner,26,5,Lower-Mid,Email,0.554
C004866,11/20/2024,Dhaka,Renter-to-Owner,39,1,Upper-Mid,Marketplace,0.588
C004867,5/22/2022,Sylhet,Investor,56,3,Mid,Organic,0.747
C004868,10/6/2024,Mymensingh,End-User,36,2,Upper-Mid,Facebook,0.64
C004869,12/13/2023,Khulna,End-User,34,4,Lower-Mid,Broker Network,0.462
C004870,4/23/2022,Khulna,Business Buyer,33,5,Mid,Organic,0.59
C004871,3/4/2022,Rajshahi,End-User,38,5,Mid,Broker Network,0.55
C004872,2/27/2023,Chattogram,Renter-to-Owner,20,4,Lower-Mid,Paid Search,0.564
C004873,12/28/2022,Dhaka,End-User,49,3,High,Email,0.729
C004874,12/3/2022,Chattogram,End-User,43,4,Lower-Mid,Facebook,0.295
C004875,7/18/2023,Rangpur,Business Buyer,28,5,Mid,Paid Search,0.753
C004876,5/19/2022,Barishal,End-User,34,7,Upper-Mid,Marketplace,0.59
C004877,5/19/2022,Mymensingh,Renter-to-Owner,29,2,Mid,Broker Network,0.677
C004878,1/11/2024,Dhaka,End-User,37,6,Mid,Facebook,0.604
C004879,11/21/2024,Khulna,Investor,35,4,Lower-Mid,Marketplace,0.63
C004880,10/19/2022,Rajshahi,Investor,36,5,Mid,Referral,0.667
C004881,9/20/2024,Dhaka,End-User,25,4,Lower-Mid,Facebook,0.57
C004882,1/3/2023,Dhaka,Renter-to-Owner,30,6,Mid,Paid Search,0.433
C004883,12/25/2022,Barishal,End-User,44,4,Upper-Mid,Email,0.613
C004884,4/7/2022,Sylhet,End-User,29,3,Low,Facebook,0.454
C004885,3/28/2023,Rajshahi,Investor,18,4,Mid,Referral,0.764
C004886,6/15/2023,Dhaka,End-User,33,5,Low,Marketplace,0.309
C004887,12/9/2023,Khulna,Renter-to-Owner,56,4,Mid,Paid Search,0.593
C004888,6/18/2022,Dhaka,End-User,42,1,Lower-Mid,Broker Network,0.476
C004889,7/21/2022,Dhaka,Business Buyer,29,4,Mid,Broker Network,0.641
C004890,4/6/2023,Khulna,Investor,34,4,Lower-Mid,Organic,0.659
C004891,3/16/2022,Chattogram,Investor,40,4,Lower-Mid,Broker Network,0.776
C004892,6/2/2022,Mymensingh,End-User,18,3,Mid,Email,0.518
C004893,11/2/2023,Chattogram,End-User,26,5,Lower-Mid,Facebook,0.47
C004894,10/13/2024,Dhaka,End-User,38,1,Mid,Organic,0.527
C004895,9/3/2023,Dhaka,Renter-to-Owner,48,4,High,Organic,0.941
C004896,6/4/2022,Sylhet,Investor,30,4,Low,Organic,0.705
C004897,11/22/2024,Dhaka,Business Buyer,48,6,Lower-Mid,Paid Search,0.573
C004898,7/11/2023,Dhaka,Investor,27,4,Mid,Referral,0.871
C004899,2/4/2024,Chattogram,End-User,18,4,Upper-Mid,Facebook,0.722
C004900,7/29/2022,Dhaka,End-User,41,4,,Facebook,0.35
C004901,9/9/2023,Rajshahi,End-User,39,4,Lower-Mid,Facebook,0.346
C004902,3/23/2022,Khulna,Investor,41,6,Upper-Mid,Referral,0.93
C004903,10/30/2023,Dhaka,Business Buyer,40,2,,Email,0.587
C004904,8/4/2022,Barishal,Business Buyer,36,3,Upper-Mid,Email,0.646
C004905,8/27/2024,Chattogram,End-User,32,5,Low,Broker Network,0.282
C004906,2/28/2022,Rajshahi,End-User,32,4,Lower-Mid,Paid Search,0.462
C004907,11/27/2023,Dhaka,End-User,30,3,,Marketplace,0.367
C004908,5/29/2022,Rajshahi,End-User,30,4,Low,Email,0.358
C004909,1/3/2024,Dhaka,End-User,18,5,Mid,Marketplace,0.256
C004910,6/11/2023,Khulna,End-User,23,4,Low,Referral,0.485
C004911,10/28/2024,Dhaka,Renter-to-Owner,33,3,Mid,Paid Search,0.65
C004912,11/26/2023,Mymensingh,End-User,18,4,Upper-Mid,Facebook,0.583
C004913,2/1/2023,Dhaka,End-User,18,4,High,Paid Search,0.795
C004914,4/4/2022,Mymensingh,Business Buyer,31,4,Lower-Mid,Paid Search,0.644
C004915,9/28/2023,Mymensingh,End-User,33,3,Low,Facebook,0.287
C004916,4/16/2023,Chattogram,Investor,31,2,Upper-Mid,Marketplace,0.74
C004917,2/25/2022,Chattogram,Business Buyer,18,5,Mid,Facebook,0.721
C004918,9/12/2023,Chattogram,End-User,48,4,Mid,Facebook,0.575
C004919,8/12/2022,Mymensingh,Investor,21,6,Upper-Mid,Referral,0.878
C004920,9/7/2022,Rajshahi,End-User,27,2,Lower-Mid,Paid Search,0.309
C004921,1/10/2022,Khulna,Renter-to-Owner,23,4,Lower-Mid,Organic,0.654
C004922,2/1/2023,Dhaka,Investor,46,3,Upper-Mid,Broker Network,0.865
C004923,8/21/2022,Rangpur,End-User,38,3,Mid,Paid Search,0.535
C004924,3/18/2022,Dhaka,Investor,30,2,Mid,Paid Search,0.513
C004925,4/8/2023,Dhaka,End-User,29,2,Upper-Mid,Facebook,0.643
C004926,8/23/2022,Dhaka,End-User,36,4,Lower-Mid,Organic,0.505
C004927,5/24/2022,Chattogram,Investor,23,3,Upper-Mid,Paid Search,0.777
C004928,5/13/2023,Rangpur,Business Buyer,37,3,Lower-Mid,Facebook,0.493
C004929,3/9/2022,Barishal,End-User,29,6,Upper-Mid,Marketplace,0.619
C004930,11/21/2024,Dhaka,Renter-to-Owner,39,7,Lower-Mid,Paid Search,0.557
C004931,5/18/2023,Chattogram,Business Buyer,38,4,,Facebook,0.529
C004932,11/28/2024,Barishal,Business Buyer,29,2,Mid,Facebook,0.695
C004933,7/28/2024,Khulna,Renter-to-Owner,18,4,Upper-Mid,Broker Network,0.638
C004934,11/10/2024,Dhaka,End-User,32,1,Mid,Facebook,0.468
C004935,8/2/2023,Chattogram,Renter-to-Owner,21,2,Mid,Broker Network,0.705
C004936,3/28/2023,Rajshahi,End-User,35,4,High,Email,0.688
C004937,2/7/2024,Mymensingh,End-User,32,2,Mid,Paid Search,0.677
C004938,3/28/2022,Rajshahi,End-User,29,3,Upper-Mid,Email,0.662
C004939,6/14/2024,Dhaka,End-User,22,2,Low,Paid Search,0.277
C004940,12/11/2022,Sylhet,End-User,45,4,Low,Broker Network,0.284
C004941,1/8/2022,Dhaka,Renter-to-Owner,30,5,Lower-Mid,Referral,0.663
C004942,9/11/2022,Rangpur,End-User,55,3,High,Facebook,0.631
C004943,9/16/2022,Chattogram,End-User,34,4,Low,Facebook,0.423
C004944,1/16/2022,Dhaka,Investor,37,3,Lower-Mid,Facebook,0.587
C004945,12/14/2023,Chattogram,Renter-to-Owner,34,3,Low,Paid Search,0.459
C004946,4/12/2022,Dhaka,End-User,37,3,Low,Facebook,0.323
C004947,6/21/2024,Dhaka,End-User,44,5,Mid,Referral,0.64
C004948,4/29/2023,Khulna,Renter-to-Owner,44,2,Low,Paid Search,0.498
C004949,2/5/2024,Barishal,Renter-to-Owner,18,3,Upper-Mid,Paid Search,0.692
C004950,12/29/2022,Rangpur,End-User,42,4,Upper-Mid,Paid Search,0.673
C004951,5/21/2022,Chattogram,End-User,38,5,Mid,Broker Network,0.444
C004952,7/12/2022,Dhaka,End-User,34,4,Lower-Mid,Paid Search,0.483
C004953,11/20/2023,Khulna,Business Buyer,49,4,Upper-Mid,Facebook,0.732
C004954,2/3/2024,Chattogram,End-User,50,3,Mid,Marketplace,0.509
C004955,10/13/2022,Dhaka,Renter-to-Owner,42,5,Low,Organic,0.309
C004956,1/16/2023,Rangpur,Investor,29,3,Lower-Mid,Organic,0.577
C004957,10/4/2024,Mymensingh,End-User,23,3,Lower-Mid,Marketplace,0.458
C004958,6/27/2024,Dhaka,End-User,41,5,Mid,Broker Network,0.608
C004959,3/17/2023,Barishal,End-User,46,4,Lower-Mid,Paid Search,0.483
C004960,9/14/2022,Rajshahi,End-User,18,4,Upper-Mid,Organic,0.679
C004961,11/18/2022,Dhaka,Renter-to-Owner,44,4,Mid,Facebook,0.494
C004962,7/28/2023,Rajshahi,End-User,32,4,Lower-Mid,Broker Network,0.408
C004963,8/28/2023,Dhaka,Renter-to-Owner,18,2,Lower-Mid,Facebook,0.331
C004964,7/16/2022,Dhaka,End-User,38,4,Mid,Email,0.57
C004965,3/12/2022,Mymensingh,End-User,42,4,Lower-Mid,Paid Search,0.602
C004966,6/12/2023,Rajshahi,Investor,31,3,Low,Facebook,0.543
C004967,4/30/2024,Dhaka,End-User,24,2,Mid,Organic,0.539
C004968,6/12/2022,Chattogram,Renter-to-Owner,49,4,Lower-Mid,Facebook,0.502
C004969,3/12/2023,Mymensingh,Investor,28,2,Low,Email,0.579
C004970,6/22/2022,Chattogram,Business Buyer,44,4,Lower-Mid,Organic,0.501
C004971,9/16/2022,Rangpur,End-User,20,3,Mid,Referral,0.64
C004972,10/15/2023,Rangpur,End-User,38,4,Low,Paid Search,0.361
C004973,11/2/2022,Chattogram,Investor,37,4,Upper-Mid,Paid Search,0.806
C004974,10/9/2022,Sylhet,End-User,42,5,Mid,Organic,0.759
C004975,11/27/2024,Rajshahi,Business Buyer,47,3,Low,Facebook,0.472
C004976,7/3/2022,Barishal,End-User,27,5,Upper-Mid,Marketplace,0.756
C004977,7/21/2022,Chattogram,End-User,39,3,Mid,Organic,0.534
C004978,9/18/2024,Dhaka,Renter-to-Owner,22,6,High,Paid Search,0.649
C004979,8/10/2023,Dhaka,Renter-to-Owner,22,3,Lower-Mid,Paid Search,0.455
C004980,2/15/2022,Rajshahi,Investor,29,2,Lower-Mid,Facebook,0.724
C004981,3/30/2023,Barishal,End-User,38,5,Mid,Organic,0.539
C004982,8/26/2023,Barishal,End-User,49,4,Upper-Mid,Marketplace,0.496
C004983,9/27/2022,Rajshahi,Renter-to-Owner,51,5,Upper-Mid,Referral,0.797
C004984,8/8/2023,Dhaka,End-User,31,4,Mid,Referral,0.589
C004985,11/23/2023,Dhaka,End-User,37,7,Upper-Mid,Organic,0.726
C004986,9/25/2022,Barishal,Business Buyer,42,3,Low,Facebook,0.426
C004987,5/16/2024,Khulna,End-User,41,5,,Broker Network,0.506
C004988,4/28/2023,Barishal,End-User,32,3,Mid,Facebook,0.653
C004989,10/24/2024,Dhaka,Business Buyer,35,4,Lower-Mid,Broker Network,0.553
C004990,4/4/2022,Chattogram,End-User,33,5,Lower-Mid,Referral,0.463
C004991,12/12/2022,Mymensingh,End-User,32,5,,Marketplace,0.477
C004992,2/8/2024,Dhaka,Renter-to-Owner,31,5,Low,Paid Search,0.217
C004993,8/11/2024,Dhaka,Renter-to-Owner,33,1,Lower-Mid,Email,0.599
C004994,8/25/2022,Rajshahi,Business Buyer,30,4,Low,Paid Search,0.643
C004995,11/10/2024,Rajshahi,End-User,24,3,Mid,Facebook,0.589
C004996,7/26/2022,Mymensingh,End-User,42,3,Mid,Referral,0.537
C004997,3/20/2023,Rangpur,End-User,39,3,Low,Facebook,0.292
C004998,12/2/2022,Sylhet,Investor,51,5,Mid,Organic,0.805
C004999,3/29/2023,Dhaka,Business Buyer,37,4,Low,Facebook,0.509
C005000,8/19/2024,Khulna,Investor,30,3,Mid,Organic,0.929
C005001,2/20/2024,Rangpur,End-User,28,2,Upper-Mid,Facebook,0.726
C005002,4/29/2024,Chattogram,End-User,34,6,Mid,Organic,0.583
C005003,9/28/2022,Mymensingh,Investor,39,3,Mid,Facebook,0.677
C005004,10/6/2024,Rajshahi,End-User,32,4,Mid,Paid Search,0.477
C005005,4/10/2023,Dhaka,End-User,21,6,Low,Organic,0.482
C005006,11/26/2023,Khulna,Investor,27,3,,Referral,0.816
C005007,1/14/2024,Sylhet,Business Buyer,34,3,Lower-Mid,Paid Search,0.585
C005008,12/8/2023,Dhaka,Business Buyer,41,4,Lower-Mid,Facebook,0.56
C005009,10/4/2023,Chattogram,Investor,21,2,High,Email,0.95
C005010,5/27/2023,Sylhet,Renter-to-Owner,36,1,Upper-Mid,Email,0.764
C005011,11/22/2023,Dhaka,End-User,36,3,Mid,Facebook,0.356
C005012,8/22/2024,Chattogram,Investor,30,3,Mid,Facebook,0.717
C005013,2/20/2023,Sylhet,End-User,29,4,Mid,Facebook,0.536
C005014,6/29/2023,Barishal,Renter-to-Owner,27,2,Lower-Mid,Paid Search,0.498
C005015,7/11/2022,Khulna,End-User,35,4,Upper-Mid,Paid Search,0.721
C005016,1/14/2023,Mymensingh,End-User,44,1,Mid,Organic,0.574
C005017,4/3/2024,Mymensingh,Renter-to-Owner,,4,,Marketplace,0.521
C005018,11/14/2023,Chattogram,Renter-to-Owner,24,4,Low,Organic,0.443
C005019,8/14/2022,Dhaka,Renter-to-Owner,32,4,Mid,Paid Search,0.664
C005020,8/6/2023,Barishal,End-User,18,3,Lower-Mid,Organic,0.402
C005021,5/15/2024,Dhaka,Renter-to-Owner,35,3,Low,Organic,0.461
C005022,5/13/2022,Rangpur,End-User,39,3,Mid,Organic,0.668
C005023,3/8/2022,Rajshahi,Investor,48,5,Upper-Mid,Facebook,0.691
C005024,2/23/2023,Chattogram,Renter-to-Owner,18,3,Mid,Facebook,0.507
C005025,12/1/2023,Khulna,End-User,24,5,Low,Email,0.254
C005026,12/1/2022,Khulna,Renter-to-Owner,35,5,Low,Referral,0.448
C005027,5/25/2024,Mymensingh,End-User,19,1,Lower-Mid,Broker Network,0.448
C005028,6/21/2024,Dhaka,End-User,36,4,Lower-Mid,Facebook,0.411
C005029,7/22/2023,Mymensingh,Investor,40,2,Low,Organic,0.557
C005030,2/8/2023,Dhaka,End-User,22,2,Low,Email,0.359
C005031,2/14/2022,Barishal,Renter-to-Owner,35,5,Lower-Mid,Facebook,0.578
C005032,5/25/2024,Mymensingh,Renter-to-Owner,23,4,Low,Broker Network,0.507
C005033,8/12/2024,Chattogram,End-User,46,4,Low,Organic,0.601
C005034,4/17/2023,Dhaka,End-User,36,2,,Facebook,0.546
C005035,7/5/2023,Barishal,End-User,28,4,High,Paid Search,0.664
C005036,3/14/2024,Rangpur,Renter-to-Owner,23,2,Upper-Mid,Paid Search,0.702
C005037,1/12/2024,Chattogram,End-User,38,4,Lower-Mid,Referral,0.489
C005038,5/25/2022,Khulna,Renter-to-Owner,46,3,Low,Email,0.458
C005039,12/18/2023,Barishal,End-User,27,5,Mid,Email,0.407
C005040,9/12/2024,Dhaka,Investor,30,3,Upper-Mid,Broker Network,0.83
C005041,3/11/2024,Rajshahi,End-User,27,4,Mid,Broker Network,0.65
C005042,5/28/2023,Chattogram,End-User,48,4,Upper-Mid,Email,0.792
C005043,7/12/2023,Dhaka,End-User,18,4,Mid,Referral,0.736
C005044,10/4/2022,Rangpur,End-User,46,4,High,Broker Network,0.75
C005045,12/6/2023,Chattogram,Renter-to-Owner,31,4,Upper-Mid,Paid Search,0.728
C005046,9/15/2022,Mymensingh,End-User,33,3,Low,Marketplace,0.386
C005047,12/31/2022,Khulna,Renter-to-Owner,31,4,Lower-Mid,Facebook,0.456
C005048,10/10/2022,Khulna,End-User,36,5,Mid,Paid Search,0.463
C005049,12/24/2022,Chattogram,End-User,27,4,Lower-Mid,Facebook,0.45
C005050,1/26/2023,Chattogram,End-User,44,3,,Email,0.461
C005051,3/30/2022,Barishal,End-User,44,4,Mid,Referral,0.687
C005052,2/4/2024,Sylhet,End-User,25,3,Mid,Organic,0.41
C005053,4/16/2023,Barishal,End-User,40,4,Upper-Mid,Facebook,0.586
C005054,10/9/2024,Chattogram,Investor,31,2,Lower-Mid,Broker Network,0.787
C005055,7/12/2022,Dhaka,Business Buyer,34,5,Upper-Mid,Referral,0.876
C005056,12/15/2023,Dhaka,End-User,48,6,Lower-Mid,Organic,0.431
C005057,7/11/2022,Barishal,End-User,28,3,Upper-Mid,Broker Network,0.555
C005058,8/7/2023,Chattogram,Renter-to-Owner,42,5,Lower-Mid,Referral,0.596
C005059,6/8/2023,Khulna,End-User,38,6,Mid,Paid Search,0.603
C005060,4/24/2023,Chattogram,Business Buyer,32,2,Upper-Mid,Paid Search,0.791
C005061,11/29/2023,Chattogram,End-User,37,1,Lower-Mid,Facebook,0.439
C005062,6/1/2024,Sylhet,End-User,36,6,,Referral,0.751
C005063,12/4/2022,Rajshahi,Investor,24,4,Mid,Marketplace,0.751
C005064,6/24/2024,Mymensingh,Investor,29,3,Lower-Mid,Marketplace,0.688
C005065,7/17/2022,Dhaka,Investor,25,4,Mid,Referral,0.895
C005066,11/9/2022,Khulna,Investor,,3,Low,Facebook,0.514
C005067,11/28/2022,Dhaka,End-User,46,8,Mid,Organic,0.529
C005068,10/13/2024,Barishal,End-User,39,3,Low,Facebook,0.408
C005069,5/7/2022,Rajshahi,End-User,21,4,Mid,Facebook,0.479
C005070,2/26/2023,Chattogram,End-User,32,5,Mid,Referral,0.464
C005071,3/29/2023,Barishal,Investor,36,5,Low,Marketplace,0.674
C005072,5/2/2024,Chattogram,Investor,41,5,Low,Organic,0.65
C005073,6/2/2023,Dhaka,End-User,28,3,Mid,Paid Search,0.557
C005074,10/27/2024,Chattogram,End-User,23,4,Low,Facebook,0.335
C005075,2/29/2024,Dhaka,Investor,33,1,Mid,Paid Search,0.807
C005076,1/21/2024,Rangpur,End-User,39,4,High,Organic,0.657
C005077,3/13/2024,Sylhet,Business Buyer,36,4,Low,Facebook,0.48
C005078,6/22/2022,Barishal,End-User,26,5,Lower-Mid,Organic,0.533
C005079,4/24/2023,Rangpur,Investor,50,6,Upper-Mid,Paid Search,0.864
C005080,9/17/2023,Barishal,End-User,33,5,Upper-Mid,Marketplace,0.473
C005081,8/11/2022,Chattogram,End-User,36,5,Low,Facebook,0.398
C005082,5/7/2022,Dhaka,Investor,28,4,Upper-Mid,Organic,0.847
C005083,5/25/2022,Chattogram,Renter-to-Owner,44,5,Lower-Mid,Email,0.488
C005084,4/21/2024,Mymensingh,Renter-to-Owner,39,4,Mid,Organic,0.545
C005085,12/2/2023,Mymensingh,Business Buyer,37,5,Lower-Mid,Paid Search,0.759
C005086,10/27/2022,Barishal,Business Buyer,24,5,Lower-Mid,Marketplace,0.56
C005087,2/25/2024,Dhaka,End-User,44,4,Lower-Mid,Broker Network,0.51
C005088,1/12/2024,Dhaka,End-User,41,2,Low,Paid Search,0.286
C005089,5/20/2024,Rangpur,End-User,43,5,Lower-Mid,Referral,0.408
C005090,8/28/2024,Dhaka,Renter-to-Owner,34,4,Lower-Mid,Facebook,0.565
C005091,7/29/2024,Rajshahi,End-User,33,5,High,Email,0.612
C005092,7/12/2022,Chattogram,End-User,32,4,Mid,Facebook,0.624
C005093,3/31/2024,Chattogram,Investor,55,4,Mid,Referral,0.95
C005094,2/23/2023,Sylhet,End-User,29,5,Low,Organic,0.368
C005095,3/6/2023,Mymensingh,End-User,23,3,High,Paid Search,0.663
C005096,11/21/2023,Barishal,Renter-to-Owner,31,4,Mid,Organic,0.467
C005097,10/4/2023,Khulna,End-User,29,3,Low,Facebook,0.211
C005098,3/24/2023,Chattogram,Renter-to-Owner,45,4,Mid,Facebook,0.641
C005099,12/1/2024,Rangpur,Investor,22,4,Lower-Mid,Paid Search,0.75
C005100,7/6/2022,Khulna,End-User,29,3,Lower-Mid,Paid Search,0.387
C005101,4/14/2022,Khulna,End-User,36,4,Lower-Mid,Facebook,0.38
C005102,1/31/2022,Sylhet,End-User,45,3,Lower-Mid,Organic,0.384
C005103,5/17/2024,Dhaka,End-User,40,3,Lower-Mid,Email,0.38
C005104,3/10/2023,Dhaka,End-User,49,4,Mid,Email,0.666
C005105,4/12/2023,Rangpur,End-User,37,4,Low,Facebook,0.375
C005106,11/24/2023,Rajshahi,Renter-to-Owner,32,1,Low,Marketplace,0.286
C005107,4/10/2023,Dhaka,End-User,42,4,Low,Referral,0.495
C005108,9/4/2023,Dhaka,Renter-to-Owner,,3,Lower-Mid,Facebook,0.69
C005109,3/4/2022,Mymensingh,Renter-to-Owner,,3,Low,Facebook,0.388
C005110,6/16/2022,Rajshahi,Investor,43,2,Low,Organic,0.577
C005111,9/20/2024,Rajshahi,Renter-to-Owner,36,4,Lower-Mid,Organic,0.627
C005112,4/26/2023,Dhaka,Renter-to-Owner,43,3,High,Facebook,0.831
